Nissan,Pathfiner,2017,178410437,41414,Diesel,Automanual,DJZDPJDPGLTZ31360
BMW,X3,2019,194677231,52801,Gasoline Hybrid,CVT,MHPKMGZPDHPD96639
Renault,Megane,2016,111994017,14213,Diesel,Automanual,DM3LKGY0AG0J96017
Toyota,Yaris,2019,164336081,33610,Diesel,Automatic,P0L8PD5ZLV0186328
Seat,Tarraco,2012,139339975,29636,Compressed Natural Gas,Manual,B7FPYJL6GTUZ11341
Renault,Megane,2018,126148799,37531,Diesel,Automanual,PJCPPPJAKYPP76884
Seat,Arona,2015,167955915,36640,Gasoline Hybrid,Automanual,5NPA7YPJHPP527013
Peugeot,2008,2017,149260298,34380,Gasoline Hybrid,Manual,UPPL6MPY14VP55886
Peugeot,508,2016,176792407,20388,E-85/Gasoline,Automatic,JJPBCPM1UUS137807
Renault,Zoe,2020,139116287,21056,Compressed Natural Gas,Manual,JPPKDBLRFPRS45360
Honda,Odyssey,2018,169130251,59431,E-85/Gasoline,CVT,B6PK6XGBRNS318915
Lincoln,MKX,2011,151296073,32100,Gasoline,Automatic,J4RGJPEULVP270429
Kia,EV6,2011,127252615,58469,Ethanol,Automanual,SJMPT1ZDNP0J63974
Seat,Leon,2010,182285611,36486,E-85/Gasoline,Automanual,LFM8BVYBPHN275083
Ford,Fiesta,2010,148063453,24282,Compressed Natural Gas,Automanual,L4PPPPPWZGEC12744
Nio,ES6,2013,142660420,25138,Electric,Manual,E3879PP4PEZ320497
Dodge,Charger,2020,151861497,20982,Compressed Natural Gas,Manual,PLETHP6VP1P948712
Volkswagen,T-Roc,2016,198859720,19256,Diesel,CVT,7JLJSJMVKPLM19849
Dodge,Durango,2016,124131277,59471,Electric,Automanual,NNPP1P2PH4UU23058
Nio,ET5,2010,110933583,42201,Electric,Manual,PP1ZPM16HUKZ48005
Volkswagen,ID.3,2012,128584499,57122,Electric,CVT,W98EZSPFKLFB33794
Kia,EV6,2015,107760548,47504,Ethanol,Manual,PPKDPMAT9PNP20350
Chevy,Malibu,2012,159288045,44377,Gasoline Hybrid,CVT,P9L1PNYPPPA295041
Volkswagen,ID.3,2012,145759041,18634,Gasoline,CVT,5BPN6PF4DMP261112
Dacia,Duster,2018,100862767,50358,Ethanol,Manual,6WUPLJA8E6L298181
Citroën,C3,2014,117945178,23036,Compressed Natural Gas,Automanual,XXN6FVKLUC0P08373
Hyundai,i20,2014,159264905,43371,Electric,Automatic,NWSN0PSPFLPE85722
BMW,M3,2017,128831645,40245,Diesel,Manual,PHFMPYPG5LHS21376
Nissan,Pathfiner,2017,177054519,10405,E-85/Gasoline,Automatic,PL3PNNLA2X0021489
Volkswagen,Tiguan,2010,144821273,43784,Gasoline,Automanual,APYCX9K6PKNP88533
Dodge,Ram,2016,141259290,13203,Ethanol,Automatic,8C12WKZWVPLF59690
Buick,LaCrosse,2010,195404782,20152,Gasoline Hybrid,CVT,82PHMLPUP6CS79743
Buick,Regal,2015,135547376,29592,Diesel,Automanual,GMP8RR5PYCCL61628
Peugeot,408,2015,164462247,48509,Gasoline Hybrid,Automanual,M1M7XZPA5MAM32770
Renault,Zoe,2014,115089530,38834,Gasoline Hybrid,Automatic,BESLWPKTJV0301509
Volkswagen,Polo,2012,109968500,48010,Electric,Automatic,K2PPKC26RCUE63650
Nissan,Versa,2011,132872373,47546,Ethanol,Manual,PTKBM6BACPEM68446
Mazda,CX-30,2013,101678498,15088,Gasoline Hybrid,CVT,CMPE23C9PP0L48477
Honda,Accord,2011,113715800,21614,Compressed Natural Gas,Automatic,D5TPLP7AZWCP78635
Mercedes-Benz,B-Class,2012,149957118,52438,Compressed Natural Gas,CVT,JNX5H2AMCYL359996
Volkswagen,Golf,2016,159548711,41957,Ethanol,Automatic,VMPJV4KPPEY417840
Dacia,Spring,2013,176317703,38105,Ethanol,Automanual,VPSSKJRPEWAV05751
Hyundai,Tucson,2013,123601388,18838,Diesel,CVT,2FKU2DPSB4PP38365
Toyota,Corolla,2018,199812887,46080,E-85/Gasoline,Automatic,40K1RLXP2YPY95112
Mazda,BT-50,2017,122394628,16361,Compressed Natural Gas,Automatic,LPLAKPD5YEPP82109
Chevy,Silverado,2011,139287286,45245,Gasoline,Manual,TMTMP46TFP0P34972
Kia,Sportage,2011,119117548,30904,Ethanol,Automatic,J3PWPJ2F9EPJ99082
Fiat,500,2017,195232614,26593,Electric,Automanual,JP74ANLGEVJ034710
Ford,Puma,2016,192601397,38732,Compressed Natural Gas,CVT,6UPHBG4C3J0609466
Mercedes-Benz,E-Class,2020,192376756,14272,Gasoline Hybrid,Manual,LMNFSJCCZFPT29244
Renault,Zoe,2019,111782335,52499,Ethanol,CVT,PNEAK2PPNBPX45494
Renault,Zoe,2020,132469328,47767,Gasoline,Automatic,9VJP9Y8JLR0Y52396
Citroën,C3,2014,125880364,13953,Ethanol,CVT,08PC67PKVJPF84800
Fiat,Tipo,2019,142354930,19999,Ethanol,Manual,0PYY6X4NR0PZ54345
Toyota,Prius,2017,135734769,55578,Gasoline Hybrid,Manual,DPK35UPPLHDV94913
Chevy,Malibu,2019,171221985,54699,Ethanol,CVT,MX6WPAECP0PE40778
Skoda,Enyaq,2014,176152429,57635,Diesel,Automanual,3D8PPDTMP9WB04639
Nissan,Altima,2014,166255182,21229,Electric,CVT,ZSK5E4FFG8GW42474
Audi,A7,2015,129624296,55320,E-85/Gasoline,Automatic,R0P8G18LXJN482293
Volkswagen,T-Roc,2011,171004907,25449,E-85/Gasoline,Manual,164PPSPW9YA627369
Skoda,Enyaq,2013,186737515,22627,Gasoline Hybrid,Manual,P7FWM7E2PSZP04483
Volkswagen,T-Roc,2016,115293465,11899,Compressed Natural Gas,Automanual,ZF0H0GA8P7LG89595
BMW,X5,2019,156631254,39195,Gasoline Hybrid,CVT,9PPKBKFPBN0P37324
Toyota,Corolla,2019,133452909,32918,Ethanol,Automatic,PXZ9SMXXADP618322
Ford,F150,2011,156105111,39324,Gasoline,Automanual,HFFJ8LKMNPEA30331
Dodge,Charger,2019,110153817,46259,Diesel,Manual,9X9UPV8N4S0U97968
BMW,M5,2010,105565167,23772,E-85/Gasoline,Automanual,G0PP1Z4D6PP687685
